matrix,implementation,rows,cols,nnz,avg_nnz_per_row,long_rows,warmup_runs,measured_runs,mean_ms,stddev_ms,min_ms,gflops,effective_bandwidth_gb_s
mac_econ_fwd500,cpu,206500,206500,1273389,6.16653268765,0,10,100,0.92452875,0.0175867927012,0.905061,2.75467690972,19.2083458735
mac_econ_fwd500,simple,206500,206500,1273389,6.16653268765,0,10,100,0.0281497601792,0.000734894367978,0.0266239997,90.472458159,630.863918092
mac_econ_fwd500,adaptive,206500,206500,1273389,6.16653268765,0,10,100,0.0286617603898,0.000554123557875,0.0276480000466,88.8563007074,648.413347514
mac_econ_fwd500,cusparse,206500,206500,1273389,6.16653268765,0,10,100,0.0302489599399,0.000533178974617,0.0296960007399,84.193903032,587.083590155
