matrix,implementation,rows,cols,nnz,avg_nnz_per_row,long_rows,warmup_runs,measured_runs,mean_ms,stddev_ms,min_ms,gflops,effective_bandwidth_gb_s
pdb1HYS,cpu,36417,36417,4344765,119.30595601,0,10,100,4.28223563,0.0612713037791,4.225874,2.02920407722,12.2772748962
pdb1HYS,simple,36417,36417,4344765,119.30595601,0,10,100,0.125276160017,0.00103142241424,0.122879996896,69.3629977072,419.666311555
pdb1HYS,adaptive,36417,36417,4344765,119.30595601,0,10,100,0.131471358538,0.00101771951388,0.129023998976,66.0944718047,400.998761908
pdb1HYS,cusparse,36417,36417,4344765,119.30595601,0,10,100,0.0683520007879,0.000606680325114,0.0675840005279,127.129124237,769.168179336
