matrix,implementation,rows,cols,nnz,avg_nnz_per_row,long_rows,warmup_runs,measured_runs,mean_ms,stddev_ms,min_ms,gflops,effective_bandwidth_gb_s
scircuit,cpu,170998,170998,958936,5.60787845472,6,10,100,1.26677966,0.0649362185976,1.186345,1.5139744192,10.7036830699
scircuit,simple,170998,170998,958936,5.60787845472,6,10,100,0.0458342406154,0.00063641652542,0.0450560003519,41.8436516947,295.831409399
scircuit,adaptive,170998,170998,958936,5.60787845472,6,10,100,0.0436428798735,0.000679244987013,0.0419839993119,43.9446710565,326.357931495
scircuit,cusparse,170998,170998,958936,5.60787845472,6,10,100,0.0364032011479,0.00057069631252,0.0358400009573,52.684157973,372.472957664
